TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Other Theft,2007,4,25,23,44,12XX DAVIE ST,West End,490242.63,5458856.48,49.28238381,-123.1341623
Other Theft,2007,6,24,1,18,12XX DAVIE ST,West End,490242.63,5458856.48,49.28238381,-123.1341623
Other Theft,2007,11,19,14,47,12XX DAVIE ST,West End,490242.63,5458856.48,49.28238381,-123.1341623
Other Theft,2007,12,19,13,41,12XX DAVIE ST,West End,490242.63,5458856.48,49.28238381,-123.1341623
Theft from Vehicle,2007,2,17,16,0,28XX E 54TH AVE,Killarney,496576.13,5451931.69,49.2201621,-123.0470185
Theft from Vehicle,2007,2,18,0,0,10XX BURRARD ST,West End,490806.28,5458701.61,49.28099947,-123.1264086
Theft from Vehicle,2007,11,1,1,30,28XX E 4TH AVE,Hastings-Sunrise,496592.18,5457096.9,49.26662445,-123.046842
Theft from Vehicle,2007,10,20,18,0,28XX E 4TH AVE,Hastings-Sunrise,496592.18,5457096.9,49.26662445,-123.046842
Theft from Vehicle,2007,1,30,18,0,10XX BURRARD ST,West End,490806.28,5458701.61,49.28099947,-123.1264086
Theft from Vehicle,2007,1,16,15,30,10XX BURRARD ST,West End,490806.28,5458701.61,49.28099947,-123.1264086
Theft from Vehicle,2007,9,8,22,0,28XX E 48TH AVE,Killarney,496563.44,5452564.51,49.22585441,-123.0471982
Theft from Vehicle,2007,1,8,15,0,10XX BURRARD ST,West End,490806.28,5458701.61,49.28099947,-123.1264086
Theft from Vehicle,2007,3,20,8,40,28XX E 43RD AVE,Killarney,496456.93,5453149.97,49.23112017,-123.0486662
Theft from Vehicle,2007,7,25,22,0,28XX E 42ND AVE,Killarney,496480.67,5453245.78,49.23198214,-123.048341
Theft from Vehicle,2007,11,18,0,0,28XX E 3RD AVE,Hastings-Sunrise,496632.69,5457200.42,49.26755586,-123.0462861
Theft from Vehicle,2007,11,6,11,0,28XX E 3RD AVE,Hastings-Sunrise,496632.69,5457200.42,49.26755586,-123.0462861
Other Theft,2007,7,29,11,30,12XX DAVIE ST,West End,490252.9,5458833.53,49.28217754,-123.1340205
Other Theft,2007,1,6,19,35,12XX DAVIE ST,West End,490292.52,5458794.5,49.28182709,-123.1334748
Other Theft,2007,2,15,9,6,12XX E 12TH AVE,Mount Pleasant,494336.67,5456326,49.25967333,-123.0778341
Other Theft,2007,3,17,22,26,12XX E HASTINGS ST,Strathcona,494267.35,5458714.97,49.28116191,-123.0788211
Other Theft,2007,5,22,23,48,12XX E HASTINGS ST,Strathcona,494267.35,5458714.97,49.28116191,-123.0788211
Other Theft,2007,8,31,9,40,12XX E HASTINGS ST,Strathcona,494267.35,5458714.97,49.28116191,-123.0788211
Other Theft,2007,10,29,5,12,12XX E HASTINGS ST,Strathcona,494267.35,5458714.97,49.28116191,-123.0788211
Other Theft,2007,1,23,12,48,12XX GRANVILLE ST,Central Business District,490713.56,5458170.19,49.27621786,-123.1276711
Theft from Vehicle,2007,12,13,11,0,28XX E 22ND AVE,Renfrew-Collingwood,496636.78,5455328.53,49.25071784,-123.0462141
Theft from Vehicle,2007,3,19,12,0,28XX E 22ND AVE,Renfrew-Collingwood,496584.63,5455309.93,49.25055024,-123.0469306
Theft from Vehicle,2007,2,6,11,0,28XX E 22ND AVE,Renfrew-Collingwood,496584.63,5455309.93,49.25055024,-123.0469306
Theft from Vehicle,2007,12,2,21,0,28XX E 21ST AVE,Renfrew-Collingwood,496689.37,5455420.33,49.25154389,-123.0454923
Theft from Vehicle,2007,4,27,8,0,28XX E 21ST AVE,Renfrew-Collingwood,496601.8,5455420.51,49.25154503,-123.0466956
Other Theft,2007,11,24,14,34,13XX E 57TH AVE,Sunset,494322.6,5451703.78,49.21809525,-123.077962
Theft from Vehicle,2007,11,29,18,34,28XX E 2ND AVE,Hastings-Sunrise,496593.68,5457298.53,49.26843816,-123.0468231
Theft from Vehicle,2007,3,28,0,0,28XX E 20TH AVE,Renfrew-Collingwood,496689.71,5455505.54,49.25231038,-123.0454883
Theft from Vehicle,2007,9,4,12,0,28XX E 1ST AVE,Hastings-Sunrise,496594.71,5457399.72,49.26934839,-123.0468098
Theft from Vehicle,2007,5,16,20,0,28XX E 18TH AVE,Renfrew-Collingwood,496652.03,5455691.61,49.25398391,-123.0460076
Theft from Vehicle,2007,7,19,15,30,28XX E 1ST AVE,Hastings-Sunrise,496594.71,5457399.72,49.26934839,-123.0468098
Theft from Vehicle,2007,3,9,0,0,28XX E 14TH AVE,Renfrew-Collingwood,496721.1,5456056.58,49.25726727,-123.0450615
Theft from Vehicle,2007,6,3,1,30,28XX E 14TH AVE,Renfrew-Collingwood,496717.54,5456047.46,49.25718521,-123.0451103
Other Theft,2007,5,14,18,45,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494499.08,5455246.35,49.24996313,-123.0755872
Other Theft,2007,7,3,17,20,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494499.08,5455246.35,49.24996313,-123.0755872
Other Theft,2007,7,13,20,27,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494499.08,5455246.35,49.24996313,-123.0755872
Other Theft,2007,10,25,15,55,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494499.08,5455246.35,49.24996313,-123.0755872
Theft from Vehicle,2007,12,13,8,0,19XX MAIN ST,Mount Pleasant,492675.03,5457224.81,49.26774065,-123.1006873
Theft from Vehicle,2007,2,3,23,0,28XX E 10TH AVE,Renfrew-Collingwood,496758.02,5456465.04,49.26094165,-123.0445574
Theft from Vehicle,2007,4,21,11,30,28XX E 10TH AVE,Renfrew-Collingwood,496637.81,5456457.83,49.26087614,-123.0462095
Other Theft,2007,6,12,20,58,13XX HOWE ST,Central Business District,490625.66,5458216.69,49.2766348,-123.1288807
Theft from Vehicle,2007,9,24,18,30,28XX CYPRESS ST,Kitsilano,489217.8,5456472.79,49.26092492,-123.1481892
Other Theft,2007,8,30,19,57,13XX HOWE ST,Central Business District,490625.66,5458216.69,49.2766348,-123.1288807
Theft from Vehicle,2007,9,24,18,30,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494922.28,5456303.56,49.25947662,-123.0697855
Theft from Vehicle,2007,8,7,18,0,28XX CHARLES ST,Hastings-Sunrise,496595.9,5457830.51,49.27322344,-123.0467972
Theft from Vehicle,2007,4,17,19,0,28XX CAROLINA ST,Mount Pleasant,493376.84,5456330.24,49.25970183,-123.0910256
Theft from Vehicle,2007,12,7,12,27,28XX CAMOSUN ST,West Point Grey,485671.03,5456577.69,49.2617957,-123.1969391
Other Theft,2007,8,31,16,59,12XX ROBSON ST,West End,490707.76,5459307.57,49.28644868,-123.1277773
Other Theft,2007,11,16,10,20,12XX ROBSON ST,West End,490711.97,5459303.36,49.28641088,-123.1277193
Theft from Vehicle,2007,9,7,2,19,28XX BALACLAVA ST,Kitsilano,487340.22,5456532.81,49.26142883,-123.1739962
Theft from Vehicle,2007,3,7,4,34,28XX ALAMEIN AVE,Arbutus Ridge,487779.29,5455263.81,49.25002288,-123.1679229
Theft from Vehicle,2007,3,6,22,0,28XX ALAMEIN AVE,Arbutus Ridge,487715.89,5455265.23,49.25003438,-123.1687941
Theft from Vehicle,2007,4,11,15,30,28XX ADANAC ST,Hastings-Sunrise,496607.97,5458295.88,49.27740959,-123.0466352
Theft from Vehicle,2007,2,28,22,0,27XX YUKON ST,Mount Pleasant,491784.37,5456467.12,49.26091377,-123.1129146
Other Theft,2007,4,23,14,39,12XX ROBSON ST,West End,490747.76,5459267.61,49.28608984,-123.1272263
Other Theft,2007,1,6,10,8,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,2,9,18,0,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,4,6,9,53,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,7,23,18,42,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,9,24,22,45,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,9,25,21,5,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,10,1,12,58,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Other Theft,2007,11,2,15,3,12XX RICHARDS ST,Central Business District,490957.26,5458122.15,49.27578939,-123.1243196
Theft from Vehicle,2007,10,21,16,0,27XX YEW ST,Kitsilano,488700.13,5456588.56,49.26195695,-123.1553073
Other Theft,2007,9,18,12,37,12XX ROBSON ST,West End,490665.8,5459362.41,49.28694134,-123.1283556
Theft from Vehicle,2007,7,7,20,30,27XX YALE ST,Hastings-Sunrise,496425.19,5459770.11,49.2906695,-123.0491613
Theft from Vehicle,2007,3,20,20,46,27XX YALE ST,Hastings-Sunrise,496425.19,5459770.11,49.2906695,-123.0491613
Theft from Vehicle,2007,9,18,7,0,19XX MCLEAN DR,Grandview-Woodland,494514.81,5457228.63,49.26779428,-123.0753982
Theft from Vehicle,2007,1,17,22,30,27XX WILLIAM ST,Hastings-Sunrise,496552.29,5457927.62,49.27409671,-123.0473975
Theft from Vehicle,2007,11,3,12,0,19XX MCNICOLL AVE,Kitsilano,489150.94,5458179.48,49.27627569,-123.1491544
Other Theft,2007,7,4,18,0,13XX MAIN ST,Central Business District,492714.48,5457811,49.27301401,-123.1001557
Other Theft,2007,10,28,18,27,13XX MAIN ST,Central Business District,492714.48,5457811,49.27301401,-123.1001557
Theft from Vehicle,2007,11,26,13,0,27XX W BROADWAY AVE,Kitsilano,487845.55,5456828.79,49.26410147,-123.16706
Other Theft,2007,3,12,7,28,13XX E 41ST AVE,Sunset,494380.79,5453316.85,49.23260576,-123.0771856
Other Theft,2007,3,20,19,43,13XX E 41ST AVE,Sunset,494380.79,5453316.85,49.23260576,-123.0771856
Other Theft,2007,7,24,3,0,13XX E 41ST AVE,Sunset,494380.79,5453316.85,49.23260576,-123.0771856
Other Theft,2007,12,2,21,0,13XX E 41ST AVE,Sunset,494380.79,5453316.85,49.23260576,-123.0771856
Theft from Vehicle,2007,9,20,7,30,27XX W BROADWAY AVE,Kitsilano,487845.55,5456828.79,49.26410147,-123.16706
Theft from Vehicle,2007,10,27,13,0,19XX MCNICOLL AVE,Kitsilano,489250.45,5458167.54,49.27617005,-123.147786
Theft from Vehicle,2007,1,3,21,0,19XX NAPIER ST,Grandview-Woodland,495306.85,5458012.87,49.27485526,-123.0645202
Theft from Vehicle,2007,2,6,1,30,27XX W 8TH AVE,Kitsilano,487799.34,5456929.69,49.26500816,-123.1676982
Theft from Vehicle,2007,4,17,22,0,27XX W 5TH AVE,Kitsilano,487875.33,5457196.14,49.26740643,-123.1666618
Theft from Vehicle,2007,1,19,0,0,27XX W 5TH AVE,Kitsilano,487857.19,5457196.45,49.26740886,-123.1669111
Other Theft,2007,10,28,15,32,12XX SW MARINE DR,Marpole,490317.5,5450077.1,49.20341262,-123.1329207
Other Theft,2007,10,23,11,0,72XX KNIGHT ST,Victoria-Fraserview,494393.18,5451727.98,49.21831358,-123.0769932
Theft from Vehicle,2007,5,28,22,0,27XX W 2ND AVE,Kitsilano,487887.43,5457492.8,49.27007518,-123.1665045
Theft from Vehicle,2007,3,16,0,0,27XX W 2ND AVE,Kitsilano,487887.43,5457492.8,49.27007518,-123.1665045
Theft from Vehicle,2007,6,20,19,0,27XX W 29TH AVE,Arbutus Ridge,487825.23,5454823.9,49.24606672,-123.1672783
Other Theft,2007,4,28,13,0,13XX BURRARD ST,West End,490478.98,5458370.94,49.27802003,-123.1309009
Other Theft,2007,8,29,9,0,13XX BURRARD ST,West End,490478.98,5458370.94,49.27802003,-123.1309009
Other Theft,2007,9,14,14,0,72XX KNIGHT ST,Victoria-Fraserview,494393.18,5451727.98,49.21831358,-123.0769932
Other Theft,2007,5,15,19,38,72XX KNIGHT ST,Victoria-Fraserview,494393.18,5451727.98,49.21831358,-123.0769932
Theft from Vehicle,2007,12,13,21,30,27XX W 1ST AVE,Kitsilano,487896.5,5457594.44,49.27098962,-123.1663828
Theft from Vehicle,2007,2,18,19,0,27XX W 1ST AVE,Kitsilano,487896.5,5457594.44,49.27098962,-123.1663828
Other Theft,2007,7,8,15,15,13XX RICHARDS ST,Central Business District,490776.98,5457952.64,49.27426193,-123.1267942
Other Theft,2007,6,9,12,24,13XX ROBSON ST,West End,490644.27,5459370.98,49.2870181,-123.1286518
Other Theft,2007,10,29,15,25,13XX ROBSON ST,West End,490650.73,5459377.46,49.28707648,-123.1285631
Other Theft,2007,4,30,10,45,72XX KNIGHT ST,Victoria-Fraserview,494393.18,5451727.98,49.21831358,-123.0769932
Other Theft,2007,9,21,17,51,13XX W 73RD AVE,Marpole,490053.65,5450205.94,49.20456735,-123.136546
Other Theft,2007,8,23,17,23,13XX W 73RD AVE,Marpole,490166.6,5450171.8,49.20426207,-123.1349945
Theft from Vehicle,2007,7,8,18,0,27XX W 15TH AVE,Kitsilano,487879.31,5456216.47,49.25859422,-123.1665774
Theft from Vehicle,2007,4,20,19,0,27XX W 15TH AVE,Kitsilano,487879.31,5456216.47,49.25859422,-123.1665774
Other Theft,2007,1,18,20,12,13XX W BROADWAY AVE,Fairview,490167.37,5456757.59,49.26350275,-123.1351455
Other Theft,2007,10,27,15,11,13XX W BROADWAY AVE,Fairview,490227.51,5456755.92,49.26348869,-123.1343188
Other Theft,2007,4,12,18,37,72XX KNIGHT ST,Victoria-Fraserview,494393.18,5451727.98,49.21831358,-123.0769932
Theft from Vehicle,2007,12,6,9,27,19XX NASSAU DR,Victoria-Fraserview,495139.05,5451798.85,49.21895745,-123.0667517
Theft from Vehicle,2007,9,21,1,0,19XX NELSON ST,West End,489771.6,5459773.78,49.29062736,-123.1406623
Theft from Vehicle,2007,4,8,15,0,27XX W 13TH AVE,Kitsilano,487882.21,5456418.39,49.26041058,-123.1665437
Other Theft,2007,6,2,15,44,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494585.34,5456620.56,49.26232521,-123.0744205
Theft from Vehicle,2007,4,10,10,0,27XX W 13TH AVE,Kitsilano,487813.26,5456429.01,49.26050474,-123.1674916
Theft from Vehicle,2007,9,30,20,0,27XX W 13TH AVE,Kitsilano,487790.02,5456420.36,49.26042647,-123.1678108
Other Theft,2007,9,14,16,38,14XX E HASTINGS ST,Grandview-Woodland,494561.07,5458727.45,49.28127685,-123.0747827
Theft from Vehicle,2007,11,30,16,0,27XX VENABLES ST,Hastings-Sunrise,496419.56,5458205.4,49.27659463,-123.0492247
Theft from Vehicle,2007,9,14,14,45,27XX STANLEY PARK DR,Stanley Park,491035.05,5460864.3,49.30045657,-123.1233117
Theft from Vehicle,2007,9,14,13,15,27XX STANLEY PARK DR,Stanley Park,491035.05,5460864.3,49.30045657,-123.1233117
Theft from Vehicle,2007,6,29,9,0,27XX ST CATHERINES ST,Mount Pleasant,493789.29,5456392.86,49.26026943,-123.0853581
Theft from Vehicle,2007,11,15,15,0,27XX RUPERT ST,Renfrew-Collingwood,497553.35,5456336.4,49.2597882,-123.0336257
Theft from Vehicle,2007,2,26,17,0,27XX RUPERT ST,Renfrew-Collingwood,497553.23,5456327.78,49.25971066,-123.0336273
Theft from Vehicle,2007,12,14,16,0,27XX RUPERT ST,Renfrew-Collingwood,497553.18,5456324.34,49.25967972,-123.0336279
Theft from Vehicle,2007,8,16,22,0,27XX PRINCE EDWARD ST,Mount Pleasant,492997.67,5456430.39,49.26059847,-123.0962385
Theft from Vehicle,2007,9,27,23,0,27XX PINE ST,Fairview,489567.08,5456560.48,49.26171976,-123.1433911
Theft from Vehicle,2007,3,28,4,9,19XX OGDEN AVE,Kitsilano,489248.28,5458238.99,49.27681272,-123.1478178
Other Theft,2007,6,18,17,1,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
Theft from Vehicle,2007,9,15,14,0,19XX PANDORA ST,Grandview-Woodland,495239.78,5458918.43,49.28300041,-123.0654531
Theft from Vehicle,2007,10,22,15,0,27XX PARKER ST,Hastings-Sunrise,496418.38,5458112.62,49.27576005,-123.0492401
Theft from Vehicle,2007,6,23,22,30,27XX OXFORD ST,Hastings-Sunrise,496527.73,5459210.1,49.28563271,-123.0477463
Theft from Vehicle,2007,5,11,19,0,27XX OXFORD ST,Hastings-Sunrise,496496.25,5459210.24,49.28563379,-123.0481792
Theft from Vehicle,2007,3,17,23,30,27XX OXFORD ST,Hastings-Sunrise,496475.27,5459210.34,49.28563457,-123.0484676
Theft from Vehicle,2007,2,15,18,0,27XX NAPIER ST,Hastings-Sunrise,496416.81,5458020.4,49.27493051,-123.0492609
Theft from Vehicle,2007,1,31,23,0,27XX MAPLE ST,Kitsilano,489036.44,5456527.93,49.26141769,-123.1506833
Theft from Vehicle,2007,1,31,21,15,27XX MAPLE ST,Kitsilano,489036.44,5456527.93,49.26141769,-123.1506833
Theft from Vehicle,2007,1,31,17,0,27XX MAPLE ST,Kitsilano,489036.44,5456527.93,49.26141769,-123.1506833
Theft from Vehicle,2007,1,31,16,50,27XX MAPLE ST,Kitsilano,489036.44,5456527.93,49.26141769,-123.1506833
Other Theft,2007,9,13,18,15,14XX VICTORIA DR,Grandview-Woodland,495224.46,5457701.7,49.27205559,-123.0656492
Other Theft,2007,2,2,6,8,14XX W BROADWAY AVE,Fairview,490086.35,5456759.75,49.26352087,-123.1362591
Other Theft,2007,7,12,20,32,14XX W BROADWAY AVE,Fairview,490086.35,5456759.75,49.26352087,-123.1362591
Other Theft,2007,10,16,19,9,14XX W GEORGIA ST,West End,490622.65,5459639.16,49.28943008,-123.1289554
Other Theft,2007,1,17,12,51,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,1,20,15,48,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,3,2,10,17,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,3,22,18,7,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,6,1,15,14,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,6,16,16,15,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,7,6,14,48,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,7,23,12,52,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,14,17,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,16,16,2,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,18,18,8,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,24,14,57,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,28,13,55,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,8,30,17,23,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,9,17,13,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,9,19,12,43,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,9,21,10,12,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,10,1,18,21,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,10,23,20,32,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,11,1,13,45,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,11,13,13,31,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,11,20,20,34,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,11,29,15,25,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,12,3,20,22,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,12,5,13,52,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,12,17,18,9,15XX COMMERCIAL DR,Grandview-Woodland,494939.27,5457603.23,49.27116754,-123.0695684
Other Theft,2007,6,17,12,38,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
Theft from Vehicle,2007,5,11,0,0,19XX PARKER ST,Grandview-Woodland,495282.06,5458105.9,49.27569189,-123.0648621
Other Theft,2007,5,19,18,44,71XX KERR ST,Killarney,496991.95,5451752.46,49.21855206,-123.0413069
Other Theft,2007,6,16,13,53,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
Other Theft,2007,6,15,20,55,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
Theft from Vehicle,2007,2,16,0,30,1XX POWELL ST,Central Business District,492619.93,5458942.04,49.28318677,-123.1014764
Theft from Vehicle,2007,5,8,0,30,1XX POWELL ST,Central Business District,492581.66,5458952.33,49.28327886,-123.1020028
Theft from Vehicle,2007,8,20,16,30,19XX QUEBEC ST,Mount Pleasant,492518.29,5457208.09,49.26758836,-123.1028415
Theft from Vehicle,2007,11,18,15,0,1XX W 10TH AVE,Mount Pleasant,492190.27,5456604.45,49.2621544,-123.1073386
Theft from Vehicle,2007,8,26,16,0,27XX KITCHENER ST,Hastings-Sunrise,496570.24,5457722.89,49.27225523,-123.047149
Theft from Vehicle,2007,7,22,20,0,27XX KITCHENER ST,Hastings-Sunrise,496492.75,5457722.96,49.27225542,-123.0482142
Theft from Vehicle,2007,4,6,20,25,27XX KINGSWAY AVE,Renfrew-Collingwood,496509.8,5453820.3,49.23715025,-123.0479458
Theft from Vehicle,2007,4,22,1,0,27XX KINGSWAY AVE,Renfrew-Collingwood,496330.45,5453955.46,49.238365,-123.0504109
Theft from Vehicle,2007,6,18,14,30,27XX HORLEY ST,Renfrew-Collingwood,496466.33,5454180.29,49.2403882,-123.0485462
Theft from Vehicle,2007,11,4,18,0,27XX GRAVELEY ST,Hastings-Sunrise,496554.15,5457523.84,49.27046465,-123.0473685
Theft from Vehicle,2007,7,27,21,0,27XX GRAVELEY ST,Hastings-Sunrise,496433.51,5457515.05,49.27038489,-123.0490268
Theft from Vehicle,2007,4,12,0,0,27XX GRANT ST,Hastings-Sunrise,496414.61,5457618.9,49.27131893,-123.0492875
Theft from Vehicle,2007,3,23,22,0,27XX GLEN DR,Mount Pleasant,494079.55,5456388.54,49.26023345,-123.0813688
Theft from Vehicle,2007,3,27,15,35,27XX FIR ST,Fairview,489726.87,5456489.68,49.26108561,-123.1411931
Other Theft,2007,8,20,14,13,6XX ROBSON ST,Central Business District,491352.93,5458670.23,49.28072518,-123.1188918
Theft from Vehicle,2007,6,16,10,0,27XX E PENDER ST,Hastings-Sunrise,496552.92,5458612.56,49.28025788,-123.0473947
Theft from Vehicle,2007,8,14,16,30,27XX E PENDER ST,Hastings-Sunrise,496538.65,5458603.49,49.28017621,-123.0475909
Theft from Vehicle,2007,9,21,23,30,27XX E PENDER ST,Hastings-Sunrise,496421.32,5458604.1,49.28018102,-123.0492041
Theft from Vehicle,2007,5,22,21,15,27XX E KENT N AVE,Killarney,496233.83,5450377.56,49.20618026,-123.0517046
Theft from Vehicle,2007,8,6,18,0,27XX E HASTINGS ST,Hastings-Sunrise,496493.04,5458717.16,49.28119843,-123.048219
Theft from Vehicle,2007,8,5,18,10,27XX E HASTINGS ST,Hastings-Sunrise,496493.04,5458717.16,49.28119843,-123.048219
Theft from Vehicle,2007,8,4,20,0,27XX E HASTINGS ST,Hastings-Sunrise,496493.04,5458717.16,49.28119843,-123.048219
Theft from Vehicle,2007,4,13,14,45,27XX E HASTINGS ST,Hastings-Sunrise,496421.49,5458708.26,49.28111796,-123.0492027
Theft from Vehicle,2007,2,6,17,30,27XX E GEORGIA ST,Hastings-Sunrise,496420.8,5458388.06,49.2782377,-123.0492093
Theft from Vehicle,2007,3,7,19,30,27XX E BROADWAY AVE,Renfrew-Collingwood,496530.72,5456578.63,49.26196217,-123.0476823
Theft from Vehicle,2007,12,30,8,0,27XX E BROADWAY AVE,Renfrew-Collingwood,496401.46,5456579.09,49.26196556,-123.0494589
Theft from Vehicle,2007,11,13,18,0,27XX E BROADWAY AVE,Renfrew-Collingwood,496401.46,5456579.09,49.26196556,-123.0494589
Theft from Vehicle,2007,2,16,9,15,27XX E BROADWAY AVE,Renfrew-Collingwood,496401.46,5456579.09,49.26196556,-123.0494589
Theft from Vehicle,2007,1,23,18,0,27XX E BROADWAY AVE,Hastings-Sunrise,496493.33,5456587.91,49.26204543,-123.0481963
Theft from Vehicle,2007,4,20,23,0,27XX E BROADWAY AVE,Hastings-Sunrise,496489.93,5456587.92,49.2620455,-123.0482431
Theft from Vehicle,2007,8,20,22,0,27XX E BROADWAY AVE,Hastings-Sunrise,496466.12,5456588,49.26204608,-123.0485703
Theft from Vehicle,2007,11,21,9,14,27XX E 8TH AVE,Hastings-Sunrise,496453.87,5456693.11,49.2629915,-123.0487396
Theft from Vehicle,2007,9,5,20,0,27XX E 56TH AVE,Victoria-Fraserview,496161.81,5451793.28,49.21891461,-123.0527069
Theft from Vehicle,2007,3,21,23,30,27XX E 55TH AVE,Killarney,496470.16,5451844.99,49.21938161,-123.048473
Theft from Vehicle,2007,1,23,23,55,27XX E 54TH AVE,Victoria-Fraserview,496278.67,5451930,49.22014516,-123.0511034
Theft from Vehicle,2007,1,22,21,0,27XX E 54TH AVE,Victoria-Fraserview,496278.67,5451930,49.22014516,-123.0511034
Theft from Vehicle,2007,7,11,19,30,27XX E 4TH AVE,Hastings-Sunrise,496536.31,5457106.2,49.26670779,-123.0476101
Theft from Vehicle,2007,11,13,22,0,27XX E 4TH AVE,Hastings-Sunrise,496408.76,5457097.5,49.2666288,-123.0493632
Theft from Vehicle,2007,11,6,15,8,27XX E 4TH AVE,Hastings-Sunrise,496408.76,5457097.5,49.2666288,-123.0493632
Theft from Vehicle,2007,6,7,23,30,27XX E 49TH AVE,Victoria-Fraserview,496193.02,5452441.7,49.22474751,-123.0522844
Theft from Vehicle,2007,7,28,18,0,27XX E 47TH AVE,Victoria-Fraserview,496323.63,5452756.23,49.22757759,-123.0504936
Theft from Vehicle,2007,9,12,23,30,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,8,24,20,0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,4,26,16,0,27XX E 44TH AVE,Victoria-Fraserview,496256.5,5453054.03,49.23025597,-123.0514183
Theft from Vehicle,2007,8,11,20,0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
Theft from Vehicle,2007,7,7,21,30,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
